2025-11-21 13:50:15 | INFO     | logger.py:76 | ✅ Logger initialized: mcp_server
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=3b944064e6f34b6081096b9c3f6a6a4e,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.403171', 'content-type': 'application/json', 'sentry-trace': '3b944064e6f34b6081096b9c3f6a6a4e-83cb6788f03e027d-0', 'traceparent': '00-7d840cef598e249f8c33a897b68f9a21-08e73fab40b9ca4b-00', 'x-b3-sampled': '0', 'x-b3-spanid': '08e73fab40b9ca4b', 'x-b3-traceid': '7d840cef598e249f8c33a897b68f9a21', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 13:54:50 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 13:54:50 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.46ms)
2025-11-21 13:54:50 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=3b944064e6f34b6081096b9c3f6a6a4e,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.403171', 'content-type': 'application/json', 'sentry-trace': '3b944064e6f34b6081096b9c3f6a6a4e-b71f4bd67f8a41dc-0', 'traceparent': '00-73c0339194f39fd95e9dec6502060157-bf6048c7abc4caae-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'bf6048c7abc4caae', 'x-b3-traceid': '73c0339194f39fd95e9dec6502060157', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 13:54:50 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 13:54:50 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (1.99ms)
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=3b944064e6f34b6081096b9c3f6a6a4e,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.403171', 'content-type': 'application/json', 'sentry-trace': '3b944064e6f34b6081096b9c3f6a6a4e-865ac45f45a3eb9b-0', 'traceparent': '00-c12e0e11506156be962e357d5d83ea11-b8af76ed9ee12776-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'b8af76ed9ee12776', 'x-b3-traceid': 'c12e0e11506156be962e357d5d83ea11', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.72ms)
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=3b944064e6f34b6081096b9c3f6a6a4e,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.403171', 'content-type': 'application/json', 'sentry-trace': '3b944064e6f34b6081096b9c3f6a6a4e-b22e4837ef74ae28-0', 'traceparent': '00-685d5ab88040470e40f0b7c7edfbce94-0c26c059b1822985-00', 'x-b3-sampled': '0', 'x-b3-spanid': '0c26c059b1822985', 'x-b3-traceid': '685d5ab88040470e40f0b7c7edfbce94', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.95ms)
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '51', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=3b944064e6f34b6081096b9c3f6a6a4e,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.403171', 'content-type': 'application/json', 'sentry-trace': '3b944064e6f34b6081096b9c3f6a6a4e-b2a4d241fb147f2b-0', 'traceparent': '00-03abec1887ddeb58524e7e43681d08b5-3c2acd7562f7822f-00', 'x-b3-sampled': '0', 'x-b3-spanid': '3c2acd7562f7822f', 'x-b3-traceid': '03abec1887ddeb58524e7e43681d08b5', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:54:51 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/list, ID: 1
2025-11-21 13:54:51 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.30ms)
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-a5794b55dd1eca5e-0', 'traceparent': '00-fc7bb3596d359866ea8b75d2561eb6c1-e6b5daae0efb33b4-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'e6b5daae0efb33b4', 'x-b3-traceid': 'fc7bb3596d359866ea8b75d2561eb6c1', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.31ms)
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-a62fd1b55d6bbcd6-0', 'traceparent': '00-77437607398265e0c147230dc35b9411-3f68e08c17fd5626-00', 'x-b3-sampled': '0', 'x-b3-spanid': '3f68e08c17fd5626', 'x-b3-traceid': '77437607398265e0c147230dc35b9411', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.84ms)
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '349', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-9371afd727b009d2-0', 'traceparent': '00-2c2c6c82c6232705e682bda07852d782-00b579e615d6c4e4-00', 'x-b3-sampled': '0', 'x-b3-spanid': '00b579e615d6c4e4', 'x-b3-traceid': '2c2c6c82c6232705e682bda07852d782', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/call, ID: 1
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:364 | 🔧 Tool call: chat_global
2025-11-21 13:55:53 | DEBUG    | mcp_server_multi_kb.py:365 | Arguments: {'query': 'ขอปืนเพื่อการกีฬาใช้เอกสารอะไรบ้าง', 'session_id': 'session_12345'}
2025-11-21 13:55:53 | INFO     | multi_kb_rag.py:772 | 🌐 Auto-routing query: 'ขอปืนเพื่อการกีฬาใช้เอกสารอะไรบ้าง...'
2025-11-21 13:55:53 | WARNING  | multi_kb_rag.py:715 | Router index is empty (no KBs registered)
2025-11-21 13:55:53 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (46.34ms)
2025-11-21 13:55:56 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:56 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-91f686838e8c1115-0', 'traceparent': '00-47d873e8cd49f9fb7a77ba88258a76fc-56e6736f68ef411c-00', 'x-b3-sampled': '0', 'x-b3-spanid': '56e6736f68ef411c', 'x-b3-traceid': '47d873e8cd49f9fb7a77ba88258a76fc', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:56 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 13:55:56 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 13:55:56 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 13:55:56 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (1.99ms)
2025-11-21 13:55:57 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-810d937719ddda42-0', 'traceparent': '00-64fdb00593f3cb8c1b068d5d62c8ce77-e2b18a8cb44e2eee-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'e2b18a8cb44e2eee', 'x-b3-traceid': '64fdb00593f3cb8c1b068d5d62c8ce77', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 13:55:57 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.65ms)
2025-11-21 13:55:57 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '378', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=52e0c50f50e8467c8b3fd050e875e242,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.265845', 'content-type': 'application/json', 'sentry-trace': 'fdf0f3cb25fd437c8d92a3e6ea53bb04-bc39c2d5f29ffcbb-0', 'traceparent': '00-1c999c95cd808fafe8a7187bed9b236e-547a714c4299b059-00', 'x-b3-sampled': '0', 'x-b3-spanid': '547a714c4299b059', 'x-b3-traceid': '1c999c95cd808fafe8a7187bed9b236e', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/call, ID: 1
2025-11-21 13:55:57 | INFO     | mcp_server_multi_kb.py:364 | 🔧 Tool call: chat_with_kb
2025-11-21 13:55:57 | DEBUG    | mcp_server_multi_kb.py:365 | Arguments: {'kb_name': 'kb_gun_law_v2', 'query': 'ขอปืนเพื่อการกีฬาใช้เอกสารอะไรบ้าง', 'session_id': 'session_12345'}
2025-11-21 13:56:04 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (6672.83ms)
2025-11-21 13:57:47 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 13:57:47 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': 'af7ca5cd5752.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-4ad7b54aed37708b5956557d346b0995-d1bdc26f72792e2b-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'd1bdc26f72792e2b', 'x-b3-traceid': '4ad7b54aed37708b5956557d346b0995', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': 'af7ca5cd5752.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 13:57:47 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 13:57:47 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 13:57:47 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 13:57:47 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (3.94ms)
2025-11-21 13:57:48 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
